,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,Total Score
7267,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,dislike,8/7/2020 8:54,audio,travel,negative,10,64880
7268,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,dislike,1/8/2021 17:05,audio,travel,negative,10,64880
7269,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,cherish,7/8/2020 6:33,audio,travel,positive,70,64880
7270,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,dislike,7/21/2020 13:48,audio,travel,negative,10,64880
7271,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,dislike,6/30/2020 19:42,audio,travel,negative,10,64880
7272,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,dislike,4/12/2021 23:33,audio,travel,negative,10,64880
7273,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,dislike,11/2/2020 19:58,audio,travel,negative,10,64880
7274,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,intrigued,10/25/2020 21:40,audio,travel,positive,45,64880
7275,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,worried,10/30/2020 20:20,audio,travel,negative,12,64880
7276,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,like,5/1/2021 1:53,audio,travel,positive,50,64880
7277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,dislike,9/30/2020 16:39,audio,travel,negative,10,64880
7278,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,want,9/20/2020 15:18,audio,travel,positive,70,64880
7279,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,worried,4/16/2021 11:02,audio,travel,negative,12,64880
7280,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,intrigued,1/14/2021 15:21,audio,travel,positive,45,64880
7281,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,interested,8/21/2020 2:20,audio,travel,positive,30,64880
7282,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,heart,1/8/2021 21:38,audio,travel,positive,60,64880
7283,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,peeking,7/25/2020 15:30,audio,travel,neutral,35,64880
7284,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,heart,2/2/2021 10:10,audio,travel,positive,60,64880
7285,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,heart,12/10/2020 10:02,audio,travel,positive,60,64880
7286,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,love,3/21/2021 21:48,audio,travel,positive,65,64880
7287,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,heart,10/3/2020 16:31,audio,travel,positive,60,64880
7288,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,hate,12/30/2020 18:08,audio,travel,negative,5,64880
7290,ac120787-f331-497f-8733-7cd63dfd36b6,love,3/16/2021 12:13,GIF,culture,positive,65,66579
7291,ac120787-f331-497f-8733-7cd63dfd36b6,hate,9/11/2020 12:24,GIF,culture,negative,5,66579
7292,ac120787-f331-497f-8733-7cd63dfd36b6,cherish,2/2/2021 0:47,GIF,culture,positive,70,66579
7293,ac120787-f331-497f-8733-7cd63dfd36b6,worried,10/13/2020 14:23,GIF,culture,negative,12,66579
7294,ac120787-f331-497f-8733-7cd63dfd36b6,adore,2/22/2021 22:28,GIF,culture,positive,72,66579
7295,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,9/7/2020 21:28,GIF,culture,negative,0,66579
7296,ac120787-f331-497f-8733-7cd63dfd36b6,super love,3/22/2021 16:37,GIF,culture,positive,75,66579
7297,ac120787-f331-497f-8733-7cd63dfd36b6,intrigued,3/17/2021 22:58,GIF,culture,positive,45,66579
7298,ac120787-f331-497f-8733-7cd63dfd36b6,adore,5/7/2021 22:44,GIF,culture,positive,72,66579
7299,ac120787-f331-497f-8733-7cd63dfd36b6,interested,8/22/2020 2:07,GIF,culture,positive,30,66579
7300,ac120787-f331-497f-8733-7cd63dfd36b6,hate,8/30/2020 20:15,GIF,culture,negative,5,66579
7301,ac120787-f331-497f-8733-7cd63dfd36b6,scared,1/7/2021 15:44,GIF,culture,negative,15,66579
7302,ac120787-f331-497f-8733-7cd63dfd36b6,like,6/3/2021 6:27,GIF,culture,positive,50,66579
7303,ac120787-f331-497f-8733-7cd63dfd36b6,hate,7/25/2020 4:44,GIF,culture,negative,5,66579
7304,ac120787-f331-497f-8733-7cd63dfd36b6,indifferent,12/19/2020 4:47,GIF,culture,neutral,20,66579
7305,ac120787-f331-497f-8733-7cd63dfd36b6,adore,4/29/2021 0:14,GIF,culture,positive,72,66579
7306,ac120787-f331-497f-8733-7cd63dfd36b6,hate,11/15/2020 6:55,GIF,culture,negative,5,66579
7307,ac120787-f331-497f-8733-7cd63dfd36b6,dislike,6/11/2021 16:09,GIF,culture,negative,10,66579
7308,ac120787-f331-497f-8733-7cd63dfd36b6,worried,4/26/2021 15:43,GIF,culture,negative,12,66579
7309,ac120787-f331-497f-8733-7cd63dfd36b6,love,7/1/2020 5:57,GIF,culture,positive,65,66579
7310,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,8/31/2020 19:59,GIF,culture,negative,0,66579
7311,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,9/24/2020 19:49,GIF,culture,negative,0,66579
7312,ac120787-f331-497f-8733-7cd63dfd36b6,hate,8/21/2020 22:15,GIF,culture,negative,5,66579
7313,ac120787-f331-497f-8733-7cd63dfd36b6,super love,5/17/2021 3:55,GIF,culture,positive,75,66579
7314,ac120787-f331-497f-8733-7cd63dfd36b6,interested,12/16/2020 19:10,GIF,culture,positive,30,66579
7315,ac120787-f331-497f-8733-7cd63dfd36b6,adore,8/29/2020 23:27,GIF,culture,positive,72,66579
7316,ac120787-f331-497f-8733-7cd63dfd36b6,heart,11/26/2020 19:37,GIF,culture,positive,60,66579
7317,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,9/14/2020 1:36,GIF,culture,negative,0,66579
7318,ac120787-f331-497f-8733-7cd63dfd36b6,adore,12/28/2020 5:20,GIF,culture,positive,72,66579
7319,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,9/10/2020 12:37,GIF,culture,negative,0,66579
7320,ac120787-f331-497f-8733-7cd63dfd36b6,cherish,8/29/2020 12:29,GIF,culture,positive,70,66579
7321,ac120787-f331-497f-8733-7cd63dfd36b6,like,12/24/2020 0:51,GIF,culture,positive,50,66579
7323,9ec9b340-df2d-472f-9a7f-80b4790788e6,heart,1/4/2021 21:41,photo,travel,positive,60,64880
7324,9ec9b340-df2d-472f-9a7f-80b4790788e6,heart,1/5/2021 15:24,photo,travel,positive,60,64880
7325,9ec9b340-df2d-472f-9a7f-80b4790788e6,peeking,8/3/2020 22:13,photo,travel,neutral,35,64880
7326,9ec9b340-df2d-472f-9a7f-80b4790788e6,worried,12/5/2020 4:18,photo,travel,negative,12,64880
7327,9ec9b340-df2d-472f-9a7f-80b4790788e6,scared,12/10/2020 4:23,photo,travel,negative,15,64880
7328,9ec9b340-df2d-472f-9a7f-80b4790788e6,love,6/4/2021 15:39,photo,travel,positive,65,64880
7329,9ec9b340-df2d-472f-9a7f-80b4790788e6,cherish,11/3/2020 3:31,photo,travel,positive,70,64880
7330,9ec9b340-df2d-472f-9a7f-80b4790788e6,interested,8/6/2020 7:02,photo,travel,positive,30,64880
7331,9ec9b340-df2d-472f-9a7f-80b4790788e6,scared,6/27/2020 0:40,photo,travel,negative,15,64880
7332,9ec9b340-df2d-472f-9a7f-80b4790788e6,hate,9/11/2020 0:49,photo,travel,negative,5,64880
7333,9ec9b340-df2d-472f-9a7f-80b4790788e6,disgust,3/7/2021 8:35,photo,travel,negative,0,64880
7334,9ec9b340-df2d-472f-9a7f-80b4790788e6,heart,5/10/2021 21:08,photo,travel,positive,60,64880
7335,9ec9b340-df2d-472f-9a7f-80b4790788e6,intrigued,1/19/2021 12:35,photo,travel,positive,45,64880
7336,9ec9b340-df2d-472f-9a7f-80b4790788e6,indifferent,5/17/2021 7:11,photo,travel,neutral,20,64880
7337,9ec9b340-df2d-472f-9a7f-80b4790788e6,scared,2/22/2021 1:02,photo,travel,negative,15,64880
7339,5c38166c-8305-4227-ad54-bad36df2a57a,super love,6/4/2021 18:40,video,Fitness,positive,75,55323
7340,5c38166c-8305-4227-ad54-bad36df2a57a,peeking,7/19/2020 8:40,video,Fitness,neutral,35,55323
7341,5c38166c-8305-4227-ad54-bad36df2a57a,indifferent,11/16/2020 3:03,video,Fitness,neutral,20,55323
7342,5c38166c-8305-4227-ad54-bad36df2a57a,interested,12/18/2020 17:50,video,Fitness,positive,30,55323
7343,5c38166c-8305-4227-ad54-bad36df2a57a,want,8/31/2020 15:00,video,Fitness,positive,70,55323
7344,5c38166c-8305-4227-ad54-bad36df2a57a,want,11/30/2020 11:01,video,Fitness,positive,70,55323
7345,5c38166c-8305-4227-ad54-bad36df2a57a,super love,11/21/2020 7:27,video,Fitness,positive,75,55323
7346,5c38166c-8305-4227-ad54-bad36df2a57a,adore,12/1/2020 23:51,video,Fitness,positive,72,55323
7347,5c38166c-8305-4227-ad54-bad36df2a57a,adore,12/30/2020 6:43,video,Fitness,positive,72,55323
7348,5c38166c-8305-4227-ad54-bad36df2a57a,love,6/20/2020 9:06,video,Fitness,positive,65,55323
7349,5c38166c-8305-4227-ad54-bad36df2a57a,love,7/22/2020 9:25,video,Fitness,positive,65,55323
7350,5c38166c-8305-4227-ad54-bad36df2a57a,intrigued,4/6/2021 5:18,video,Fitness,positive,45,55323
7351,5c38166c-8305-4227-ad54-bad36df2a57a,super love,7/26/2020 14:09,video,Fitness,positive,75,55323
7352,5c38166c-8305-4227-ad54-bad36df2a57a,heart,1/21/2021 9:21,video,Fitness,positive,60,55323
7353,5c38166c-8305-4227-ad54-bad36df2a57a,adore,3/26/2021 8:13,video,Fitness,positive,72,55323
7354,5c38166c-8305-4227-ad54-bad36df2a57a,super love,1/12/2021 18:02,video,Fitness,positive,75,55323
7355,5c38166c-8305-4227-ad54-bad36df2a57a,disgust,1/4/2021 21:23,video,Fitness,negative,0,55323
7356,5c38166c-8305-4227-ad54-bad36df2a57a,want,7/31/2020 8:18,video,Fitness,positive,70,55323
7357,5c38166c-8305-4227-ad54-bad36df2a57a,intrigued,8/28/2020 4:53,video,Fitness,positive,45,55323
7358,5c38166c-8305-4227-ad54-bad36df2a57a,worried,10/24/2020 19:59,video,Fitness,negative,12,55323
7359,5c38166c-8305-4227-ad54-bad36df2a57a,want,6/13/2021 2:50,video,Fitness,positive,70,55323
7360,5c38166c-8305-4227-ad54-bad36df2a57a,worried,8/5/2020 12:15,video,Fitness,negative,12,55323
7361,5c38166c-8305-4227-ad54-bad36df2a57a,like,7/31/2020 19:55,video,Fitness,positive,50,55323
7362,5c38166c-8305-4227-ad54-bad36df2a57a,intrigued,7/29/2020 20:22,video,Fitness,positive,45,55323
7363,5c38166c-8305-4227-ad54-bad36df2a57a,intrigued,3/26/2021 5:22,video,Fitness,positive,45,55323
7364,5c38166c-8305-4227-ad54-bad36df2a57a,super love,12/29/2020 21:38,video,Fitness,positive,75,55323
7365,5c38166c-8305-4227-ad54-bad36df2a57a,worried,10/30/2020 1:34,video,Fitness,negative,12,55323
7366,5c38166c-8305-4227-ad54-bad36df2a57a,worried,4/24/2021 3:17,video,Fitness,negative,12,55323
7367,5c38166c-8305-4227-ad54-bad36df2a57a,want,3/1/2021 18:43,video,Fitness,positive,70,55323
7368,5c38166c-8305-4227-ad54-bad36df2a57a,dislike,3/19/2021 22:16,video,Fitness,negative,10,55323
7370,da8f7258-6757-4a7e-892e-a16b925ef83b,indifferent,8/10/2020 11:42,photo,cooking,neutral,20,65756
7371,da8f7258-6757-4a7e-892e-a16b925ef83b,interested,8/1/2020 6:41,photo,cooking,positive,30,65756
7372,da8f7258-6757-4a7e-892e-a16b925ef83b,like,12/19/2020 0:55,photo,cooking,positive,50,65756
7373,da8f7258-6757-4a7e-892e-a16b925ef83b,super love,8/2/2020 9:01,photo,cooking,positive,75,65756
7374,da8f7258-6757-4a7e-892e-a16b925ef83b,intrigued,8/16/2020 20:09,photo,cooking,positive,45,65756
7375,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,5/10/2021 0:37,photo,cooking,negative,0,65756
7376,da8f7258-6757-4a7e-892e-a16b925ef83b,want,11/8/2020 18:04,photo,cooking,positive,70,65756
7377,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,4/11/2021 20:38,photo,cooking,negative,0,65756
7378,da8f7258-6757-4a7e-892e-a16b925ef83b,interested,12/8/2020 7:49,photo,cooking,positive,30,65756
7379,da8f7258-6757-4a7e-892e-a16b925ef83b,love,1/29/2021 17:13,photo,cooking,positive,65,65756
7380,da8f7258-6757-4a7e-892e-a16b925ef83b,intrigued,2/15/2021 3:01,photo,cooking,positive,45,65756
7381,da8f7258-6757-4a7e-892e-a16b925ef83b,love,2/13/2021 5:12,photo,cooking,positive,65,65756
7382,da8f7258-6757-4a7e-892e-a16b925ef83b,heart,7/3/2020 2:47,photo,cooking,positive,60,65756
7383,da8f7258-6757-4a7e-892e-a16b925ef83b,super love,1/2/2021 10:28,photo,cooking,positive,75,65756
7384,da8f7258-6757-4a7e-892e-a16b925ef83b,heart,7/31/2020 7:56,photo,cooking,positive,60,65756
7385,da8f7258-6757-4a7e-892e-a16b925ef83b,cherish,7/14/2020 22:31,photo,cooking,positive,70,65756
7386,da8f7258-6757-4a7e-892e-a16b925ef83b,peeking,9/6/2020 19:32,photo,cooking,neutral,35,65756
7387,da8f7258-6757-4a7e-892e-a16b925ef83b,like,1/31/2021 6:24,photo,cooking,positive,50,65756
7388,da8f7258-6757-4a7e-892e-a16b925ef83b,interested,1/7/2021 16:45,photo,cooking,positive,30,65756
7389,da8f7258-6757-4a7e-892e-a16b925ef83b,scared,1/12/2021 9:15,photo,cooking,negative,15,65756
7390,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,12/18/2020 0:57,photo,cooking,negative,0,65756
7391,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,5/24/2021 0:13,photo,cooking,negative,0,65756
7392,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,6/26/2020 17:02,photo,cooking,negative,0,65756
7393,da8f7258-6757-4a7e-892e-a16b925ef83b,super love,5/21/2021 12:10,photo,cooking,positive,75,65756
7394,da8f7258-6757-4a7e-892e-a16b925ef83b,worried,5/3/2021 4:39,photo,cooking,negative,12,65756
7395,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,8/14/2020 22:07,photo,cooking,negative,0,65756
7396,da8f7258-6757-4a7e-892e-a16b925ef83b,super love,8/9/2020 7:32,photo,cooking,positive,75,65756
7397,da8f7258-6757-4a7e-892e-a16b925ef83b,like,6/25/2020 0:41,photo,cooking,positive,50,65756
7398,da8f7258-6757-4a7e-892e-a16b925ef83b,intrigued,11/24/2020 9:01,photo,cooking,positive,45,65756
7399,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,6/25/2020 6:32,photo,cooking,negative,0,65756
7400,da8f7258-6757-4a7e-892e-a16b925ef83b,dislike,3/8/2021 22:16,photo,cooking,negative,10,65756
7401,da8f7258-6757-4a7e-892e-a16b925ef83b,dislike,12/21/2020 15:22,photo,cooking,negative,10,65756
7402,da8f7258-6757-4a7e-892e-a16b925ef83b,cherish,4/17/2021 17:42,photo,cooking,positive,70,65756
7403,da8f7258-6757-4a7e-892e-a16b925ef83b,peeking,4/11/2021 6:08,photo,cooking,neutral,35,65756
7404,da8f7258-6757-4a7e-892e-a16b925ef83b,scared,3/14/2021 22:26,photo,cooking,negative,15,65756
7405,da8f7258-6757-4a7e-892e-a16b925ef83b,adore,11/19/2020 6:28,photo,cooking,positive,72,65756
7406,da8f7258-6757-4a7e-892e-a16b925ef83b,interested,1/14/2021 20:04,photo,cooking,positive,30,65756
7407,da8f7258-6757-4a7e-892e-a16b925ef83b,scared,7/9/2020 21:05,photo,cooking,negative,15,65756
7408,da8f7258-6757-4a7e-892e-a16b925ef83b,love,9/6/2020 15:36,photo,cooking,positive,65,65756
7409,da8f7258-6757-4a7e-892e-a16b925ef83b,cherish,7/11/2020 6:18,photo,cooking,positive,70,65756
7411,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,intrigued,1/11/2021 14:31,audio,tennis,positive,45,50339
7412,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,scared,1/12/2021 6:41,audio,tennis,negative,15,50339
7413,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,interested,5/9/2021 16:22,audio,tennis,positive,30,50339
7414,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,want,3/29/2021 18:58,audio,tennis,positive,70,50339
7415,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,heart,12/27/2020 23:34,audio,tennis,positive,60,50339
7416,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,want,5/15/2021 8:59,audio,tennis,positive,70,50339
7417,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,adore,2/4/2021 21:42,audio,tennis,positive,72,50339
7418,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,peeking,11/30/2020 10:24,audio,tennis,neutral,35,50339
7419,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,dislike,6/17/2021 13:07,audio,tennis,negative,10,50339
7420,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,hate,10/27/2020 10:44,audio,tennis,negative,5,50339
7421,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,cherish,2/16/2021 11:53,audio,tennis,positive,70,50339
7422,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,intrigued,3/2/2021 13:21,audio,tennis,positive,45,50339
7423,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,adore,10/3/2020 10:22,audio,tennis,positive,72,50339
7424,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,heart,6/24/2020 6:13,audio,tennis,positive,60,50339
7425,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,worried,9/10/2020 0:57,audio,tennis,negative,12,50339
7426,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,interested,4/19/2021 0:07,audio,tennis,positive,30,50339
7427,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,scared,8/6/2020 6:02,audio,tennis,negative,15,50339
7428,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,disgust,8/21/2020 1:33,audio,tennis,negative,0,50339
7429,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,dislike,11/26/2020 21:06,audio,tennis,negative,10,50339
7430,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,scared,11/9/2020 11:15,audio,tennis,negative,15,50339
7431,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,adore,8/24/2020 15:24,audio,tennis,positive,72,50339
7432,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,scared,6/11/2021 21:04,audio,tennis,negative,15,50339
7434,ecbba40a-93f2-470a-b565-938f61f527a7,peeking,4/7/2021 3:32,audio,public speaking,neutral,35,49264
7435,ecbba40a-93f2-470a-b565-938f61f527a7,worried,11/23/2020 21:16,audio,public speaking,negative,12,49264
7436,ecbba40a-93f2-470a-b565-938f61f527a7,dislike,5/21/2021 11:18,audio,public speaking,negative,10,49264
7437,ecbba40a-93f2-470a-b565-938f61f527a7,interested,6/2/2021 18:45,audio,public speaking,positive,30,49264
7438,ecbba40a-93f2-470a-b565-938f61f527a7,intrigued,6/19/2020 11:22,audio,public speaking,positive,45,49264
7439,ecbba40a-93f2-470a-b565-938f61f527a7,peeking,10/28/2020 3:42,audio,public speaking,neutral,35,49264
7440,ecbba40a-93f2-470a-b565-938f61f527a7,adore,12/20/2020 10:19,audio,public speaking,positive,72,49264
7441,ecbba40a-93f2-470a-b565-938f61f527a7,indifferent,9/27/2020 17:27,audio,public speaking,neutral,20,49264
7442,ecbba40a-93f2-470a-b565-938f61f527a7,worried,10/3/2020 5:02,audio,public speaking,negative,12,49264
7443,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,12/22/2020 7:20,audio,public speaking,negative,0,49264
7444,ecbba40a-93f2-470a-b565-938f61f527a7,scared,11/1/2020 7:12,audio,public speaking,negative,15,49264
7445,ecbba40a-93f2-470a-b565-938f61f527a7,heart,12/21/2020 12:14,audio,public speaking,positive,60,49264
7446,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,7/4/2020 18:32,audio,public speaking,negative,0,49264
7447,ecbba40a-93f2-470a-b565-938f61f527a7,like,11/30/2020 1:56,audio,public speaking,positive,50,49264
7448,ecbba40a-93f2-470a-b565-938f61f527a7,heart,2/17/2021 23:23,audio,public speaking,positive,60,49264
7449,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,6/7/2021 13:21,audio,public speaking,negative,0,49264
7450,ecbba40a-93f2-470a-b565-938f61f527a7,peeking,2/23/2021 17:27,audio,public speaking,neutral,35,49264
7451,ecbba40a-93f2-470a-b565-938f61f527a7,dislike,8/19/2020 19:07,audio,public speaking,negative,10,49264
7452,ecbba40a-93f2-470a-b565-938f61f527a7,heart,1/8/2021 16:05,audio,public speaking,positive,60,49264
7453,ecbba40a-93f2-470a-b565-938f61f527a7,hate,6/7/2021 7:42,audio,public speaking,negative,5,49264
7454,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,2/20/2021 14:07,audio,public speaking,negative,0,49264
7455,ecbba40a-93f2-470a-b565-938f61f527a7,cherish,4/20/2021 18:12,audio,public speaking,positive,70,49264
7457,05805658-8744-4cc4-825d-cbfed0ecea7c,dislike,1/25/2021 8:44,photo,technology,negative,10,68738
7458,05805658-8744-4cc4-825d-cbfed0ecea7c,super love,3/30/2021 14:34,photo,technology,positive,75,68738
7459,05805658-8744-4cc4-825d-cbfed0ecea7c,worried,6/16/2021 12:59,photo,technology,negative,12,68738
7460,05805658-8744-4cc4-825d-cbfed0ecea7c,heart,4/13/2021 3:32,photo,technology,positive,60,68738
7461,05805658-8744-4cc4-825d-cbfed0ecea7c,like,3/9/2021 9:35,photo,technology,positive,50,68738
7462,05805658-8744-4cc4-825d-cbfed0ecea7c,hate,5/25/2021 21:33,photo,technology,negative,5,68738
7463,05805658-8744-4cc4-825d-cbfed0ecea7c,interested,1/2/2021 6:47,photo,technology,positive,30,68738
7464,05805658-8744-4cc4-825d-cbfed0ecea7c,indifferent,2/26/2021 2:35,photo,technology,neutral,20,68738
7465,05805658-8744-4cc4-825d-cbfed0ecea7c,love,8/3/2020 15:44,photo,technology,positive,65,68738
7466,05805658-8744-4cc4-825d-cbfed0ecea7c,super love,4/18/2021 17:10,photo,technology,positive,75,68738
7467,05805658-8744-4cc4-825d-cbfed0ecea7c,want,7/31/2020 4:51,photo,technology,positive,70,68738
7468,05805658-8744-4cc4-825d-cbfed0ecea7c,intrigued,8/22/2020 5:41,photo,technology,positive,45,68738
7469,05805658-8744-4cc4-825d-cbfed0ecea7c,cherish,5/16/2021 10:34,photo,technology,positive,70,68738
7470,05805658-8744-4cc4-825d-cbfed0ecea7c,indifferent,5/13/2021 19:56,photo,technology,neutral,20,68738
7471,05805658-8744-4cc4-825d-cbfed0ecea7c,disgust,3/26/2021 22:03,photo,technology,negative,0,68738
7472,05805658-8744-4cc4-825d-cbfed0ecea7c,scared,3/8/2021 0:36,photo,technology,negative,15,68738
7473,05805658-8744-4cc4-825d-cbfed0ecea7c,like,8/18/2020 4:51,photo,technology,positive,50,68738
7474,05805658-8744-4cc4-825d-cbfed0ecea7c,super love,4/25/2021 5:27,photo,technology,positive,75,68738
7475,05805658-8744-4cc4-825d-cbfed0ecea7c,indifferent,2/19/2021 8:08,photo,technology,neutral,20,68738
7476,05805658-8744-4cc4-825d-cbfed0ecea7c,scared,5/10/2021 13:47,photo,technology,negative,15,68738
7477,05805658-8744-4cc4-825d-cbfed0ecea7c,peeking,10/9/2020 14:15,photo,technology,neutral,35,68738
7478,05805658-8744-4cc4-825d-cbfed0ecea7c,interested,6/28/2020 3:44,photo,technology,positive,30,68738
7480,962e5969-cd65-4670-a2ae-b0266908426b,want,8/3/2020 11:55,GIF,studying,positive,70,54269
7481,962e5969-cd65-4670-a2ae-b0266908426b,worried,6/15/2021 16:13,GIF,studying,negative,12,54269
7482,962e5969-cd65-4670-a2ae-b0266908426b,peeking,1/3/2021 14:56,GIF,studying,neutral,35,54269
7483,962e5969-cd65-4670-a2ae-b0266908426b,dislike,6/7/2021 7:13,GIF,studying,negative,10,54269
7484,962e5969-cd65-4670-a2ae-b0266908426b,hate,4/23/2021 1:39,GIF,studying,negative,5,54269
7485,962e5969-cd65-4670-a2ae-b0266908426b,like,11/21/2020 12:06,GIF,studying,positive,50,54269
7486,962e5969-cd65-4670-a2ae-b0266908426b,adore,5/24/2021 8:23,GIF,studying,positive,72,54269
7487,962e5969-cd65-4670-a2ae-b0266908426b,like,9/11/2020 14:54,GIF,studying,positive,50,54269
7488,962e5969-cd65-4670-a2ae-b0266908426b,cherish,5/5/2021 0:39,GIF,studying,positive,70,54269
7489,962e5969-cd65-4670-a2ae-b0266908426b,peeking,7/8/2020 15:58,GIF,studying,neutral,35,54269
7490,962e5969-cd65-4670-a2ae-b0266908426b,peeking,3/17/2021 2:34,GIF,studying,neutral,35,54269
7491,962e5969-cd65-4670-a2ae-b0266908426b,interested,1/29/2021 9:52,GIF,studying,positive,30,54269
7492,962e5969-cd65-4670-a2ae-b0266908426b,worried,3/30/2021 23:59,GIF,studying,negative,12,54269
7493,962e5969-cd65-4670-a2ae-b0266908426b,indifferent,3/20/2021 0:31,GIF,studying,neutral,20,54269
7494,962e5969-cd65-4670-a2ae-b0266908426b,heart,3/18/2021 9:31,GIF,studying,positive,60,54269
7495,962e5969-cd65-4670-a2ae-b0266908426b,peeking,4/23/2021 23:32,GIF,studying,neutral,35,54269
7496,962e5969-cd65-4670-a2ae-b0266908426b,want,3/22/2021 10:32,GIF,studying,positive,70,54269
7497,962e5969-cd65-4670-a2ae-b0266908426b,scared,9/21/2020 18:15,GIF,studying,negative,15,54269
7498,962e5969-cd65-4670-a2ae-b0266908426b,hate,12/10/2020 0:24,GIF,studying,negative,5,54269
7499,962e5969-cd65-4670-a2ae-b0266908426b,like,4/17/2021 5:16,GIF,studying,positive,50,54269
7500,962e5969-cd65-4670-a2ae-b0266908426b,like,12/4/2020 9:56,GIF,studying,positive,50,54269
7501,962e5969-cd65-4670-a2ae-b0266908426b,interested,11/8/2020 0:42,GIF,studying,positive,30,54269
7502,962e5969-cd65-4670-a2ae-b0266908426b,adore,5/10/2021 11:20,GIF,studying,positive,72,54269
7503,962e5969-cd65-4670-a2ae-b0266908426b,super love,1/27/2021 14:51,GIF,studying,positive,75,54269
7504,962e5969-cd65-4670-a2ae-b0266908426b,indifferent,7/20/2020 1:10,GIF,studying,neutral,20,54269
7505,962e5969-cd65-4670-a2ae-b0266908426b,scared,1/24/2021 13:17,GIF,studying,negative,15,54269
7506,962e5969-cd65-4670-a2ae-b0266908426b,cherish,11/17/2020 2:51,GIF,studying,positive,70,54269
7507,962e5969-cd65-4670-a2ae-b0266908426b,hate,1/14/2021 7:48,GIF,studying,negative,5,54269
7508,962e5969-cd65-4670-a2ae-b0266908426b,scared,10/21/2020 5:40,GIF,studying,negative,15,54269
7510,6fc7f722-0a93-4420-8376-09d6536ecef8,disgust,1/24/2021 3:14,GIF,fitness,negative,0,55323
7511,6fc7f722-0a93-4420-8376-09d6536ecef8,adore,7/5/2020 6:23,GIF,fitness,positive,72,55323
7512,6fc7f722-0a93-4420-8376-09d6536ecef8,heart,8/31/2020 16:58,GIF,fitness,positive,60,55323
7513,6fc7f722-0a93-4420-8376-09d6536ecef8,want,6/30/2020 12:35,GIF,fitness,positive,70,55323
7514,6fc7f722-0a93-4420-8376-09d6536ecef8,adore,7/9/2020 20:40,GIF,fitness,positive,72,55323
