sales_id,retailer,retailer_id,invoice_date,region,state,city,Gender,Product_Type,total_sales,operating_profit,sales_method
911,Sports Direct,1197831,9/10/2021,South,Texas,Dallas,Men's,Street Footwear,"$9,184",$413,Online
912,Sports Direct,1197831,4/27/2021,South,Tennessee,Knoxville,Men's,Street Footwear,"$8,360",$418,Outlet
913,Sports Direct,1185732,10/6/2020,Southeast,Florida,Miami,Men's,Athletic Footwear,"$10,976",$527,Online
914,Foot Locker,1185732,8/16/2020,Southeast,Florida,Miami,Men's,Apparel,"$11,554",$555,Online
915,Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's,Athletic Footwear,"$4,180",$150,Outlet
916,Sports Direct,1197831,4/4/2021,South,Tennessee,Knoxville,Men's,Athletic Footwear,"$5,014",$251,Online
917,Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's,Street Footwear,"$8,151",$375,Outlet
918,Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Men's,Athletic Footwear,"$15,478",$526,Online
919,Sports Direct,1185732,10/7/2020,Southeast,Florida,Miami,Women's,Street Footwear,"$10,304",$381,Online
920,Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's,Street Footwear,"$8,778",$413,Outlet
921,Kohl's,1185732,12/10/2021,West,Wyoming,Cheyenne,Men's,Street Footwear,"$11,648",$711,Online
922,West Gear,1185732,8/9/2021,Northeast,New York,Albany,Women's,Apparel,"$11,990",$719,Online
923,Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's,Athletic Footwear,"$5,225",$183,Outlet
924,Walmart,1185732,7/16/2021,South,Mississippi,Jackson,Women's,Apparel,"$10,241",$543,Outlet
925,Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's,Street Footwear,"$11,554",$705,Online
926,Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Women's,Apparel,"$6,750","$2,700",Online
927,Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's,Street Footwear,"$9,405",$489,Outlet
928,West Gear,1185732,2/11/2021,Midwest,Missouri,St. Louis,Men's,Street Footwear,"$5,450",$289,Online
929,West Gear,1128299,2/16/2021,West,California,San Francisco,Women's,Apparel,"$13,936",$321,Online
930,West Gear,1128299,12/23/2021,West,Oregon,Portland,Men's,Athletic Footwear,"$15,696",$738,Online
931,Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Women's,Street Footwear,"$9,000","$2,700",In-store
932,Kohl's,1189833,4/13/2021,West,California,Los Angeles,Men's,Street Footwear,"$8,528",$443,Online
933,Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Women's,Street Footwear,"$9,000","$2,700",In-store
934,Sports Direct,1197831,9/22/2021,South,Texas,Dallas,Men's,Street Footwear,"$10,192",$520,Online
935,Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Women's,Street Footwear,"$2,250",$675,In-store
936,Sports Direct,1197831,9/23/2021,South,Texas,Dallas,Men's,Athletic Footwear,"$11,024",$551,Online
937,Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Men's,Athletic Footwear,"$9,000","$3,150",In-store
938,West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's,Apparel,"$9,152",$549,Online
939,Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Women's,Street Footwear,"$9,000","$2,700",In-store
940,West Gear,1185732,9/7/2020,Southeast,Florida,Miami,Women's,Street Footwear,"$10,192",$357,Online
941,West Gear,1185732,9/15/2020,Southeast,Florida,Miami,Men's,Apparel,"$12,688",$622,Online
942,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's,Street Footwear,"$15,392",$570,Online
943,Foot Locker,1185732,8/6/2021,Midwest,Iowa,Des Moines,Women's,Street Footwear,"$9,000","$2,700",In-store
944,West Gear,1185732,10/10/2021,Northeast,New York,Albany,Men's,Street Footwear,"$11,856",$676,Online
945,Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Men's,Street Footwear,"$8,112",$503,Online
946,Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Women's,Apparel,"$9,000","$3,600",In-store
947,Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Men's,Street Footwear,"$9,984",$639,Online
948,West Gear,1185732,3/2/2021,Midwest,Wisconsin,Milwaukee,Women's,Street Footwear,"$2,250",$675,In-store
949,West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Men's,Street Footwear,"$7,616",$396,Online
950,Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Men's,Athletic Footwear,"$12,992",$650,Online
951,Sports Direct,1197831,7/24/2020,South,Texas,Houston,Women's,Apparel,"$5,600",$314,Outlet
952,West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's,Apparel,"$9,156",$577,Online
953,Sports Direct,1197831,8/2/2020,South,Texas,Houston,Women's,Street Footwear,"$5,152",$216,Outlet
954,West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's,Athletic Footwear,"$18,676","$1,027",Online
955,Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Men's,Athletic Footwear,"$8,502",$391,Online
956,West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's,Street Footwear,"$3,654",$183,Online
957,Walmart,1197831,8/27/2020,South,Texas,Houston,Women's,Athletic Footwear,"$6,272",$326,Outlet
958,Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's,Street Footwear,"$10,556",$507,Online
959,Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's,Street Footwear,"$10,962",$515,Online
960,West Gear,1128299,1/9/2021,West,California,San Francisco,Women's,Athletic Footwear,"$9,184",$377,Outlet
961,Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's,Street Footwear,"$10,150",$558,Online
962,West Gear,1128299,2/4/2021,West,California,San Francisco,Women's,Apparel,"$10,304",$124,Outlet
963,Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's,Athletic Footwear,"$6,902",$304,Online
964,Foot Locker,1197831,7/6/2021,West,Idaho,Boise,Women's,Apparel,"$13,312",$919,Online
965,Sports Direct,1185732,2/4/2021,Southeast,North Carolina,Charlotte,Women's,Apparel,"$5,887",$353,Online
966,Kohl's,1189833,2/17/2021,West,California,San Francisco,Men's,Street Footwear,"$5,824",$250,Outlet
967,Foot Locker,1185732,10/7/2021,Southeast,South Carolina,Charleston,Men's,Athletic Footwear,"$8,736",$437,Online
968,Kohl's,1189833,2/18/2021,West,California,San Francisco,Men's,Athletic Footwear,"$7,840",$235,Outlet
969,Sports Direct,1185732,5/2/2021,Southeast,North Carolina,Charlotte,Women's,Apparel,"$10,353",$642,Online
970,Walmart,1197831,10/30/2020,South,Texas,Houston,Men's,Apparel,"$6,240",$225,Outlet
971,Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Women's,Athletic Footwear,"$10,556",$538,Online
972,Kohl's,1189833,4/29/2021,West,California,Los Angeles,Men's,Apparel,"$8,512",$511,Outlet
973,Kohl's,1189833,3/18/2021,West,California,Los Angeles,Women's,Apparel,"$6,656",$173,Outlet
974,Sports Direct,1185732,9/2/2021,Southeast,North Carolina,Charlotte,Women's,Apparel,"$8,323",$508,Online
975,Kohl's,1189833,5/6/2021,West,California,Los Angeles,Women's,Apparel,"$9,568",$220,Outlet
976,Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Men's,Street Footwear,"$9,541",$515,Online
977,Kohl's,1189833,4/30/2021,West,California,Los Angeles,Women's,Apparel,"$11,424",$263,Outlet
978,Kohl's,1189833,5/15/2021,West,California,Los Angeles,Women's,Street Footwear,"$6,864",$288,Outlet
979,Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Men's,Street Footwear,"$7,308",$365,Online
980,Kohl's,1189833,5/18/2021,West,California,Los Angeles,Women's,Apparel,"$9,568",$230,Outlet
981,West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Men's,Street Footwear,"$13,601",$748,Online
982,West Gear,1128299,2/14/2020,West,Nevada,Las Vegas,Men's,Athletic Footwear,"$11,648",$338,Outlet
983,Kohl's,1189833,5/28/2021,West,California,Los Angeles,Women's,Athletic Footwear,"$7,840",$314,Outlet
984,Sports Direct,1197831,8/23/2021,South,Texas,Dallas,Men's,Street Footwear,"$4,263",$166,Outlet
985,Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's,Apparel,"$14,144",$311,Outlet
986,Sports Direct,1197831,8/25/2021,South,Alabama,Birmingham,Men's,Street Footwear,"$1,568",$74,Outlet
987,Sports Direct,1197831,9/29/2021,South,Texas,Dallas,Men's,Athletic Footwear,"$7,714",$363,Outlet
988,Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's,Street Footwear,"$12,064",$446,Outlet
989,Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Women's,Athletic Footwear,"$10,246",$461,Online
990,Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's,Athletic Footwear,"$11,872",$344,Outlet
991,Sports Direct,1197831,3/28/2021,South,Tennessee,Knoxville,Men's,Street Footwear,"$2,639",$119,Outlet
992,Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's,Street Footwear,"$12,896",$490,Outlet
993,Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's,Athletic Footwear,"$13,440",$511,Outlet
994,Amazon,1185732,12/2/2021,Southeast,North Carolina,Charlotte,Women's,Street Footwear,"$11,990",$611,Online
995,West Gear,1185732,6/11/2021,West,Utah,Salt Lake City,Men's,Street Footwear,"$4,368",$188,Outlet
996,Sports Direct,1197831,3/29/2021,South,Tennessee,Knoxville,Men's,Athletic Footwear,"$3,451",$145,Outlet
997,West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Men's,Athletic Footwear,"$12,320",$554,Outlet
998,Amazon,1185732,4/10/2021,Midwest,Ohio,Columbus,Men's,Street Footwear,"$6,104",$336,Online
999,West Gear,1128299,6/24/2021,West,Oregon,Portland,Women's,Street Footwear,"$11,024",$430,Outlet
1000,Sports Direct,1197831,4/29/2021,South,Tennessee,Knoxville,Women's,Street Footwear,"$8,120",$414,Outlet
1001,Sports Direct,1197831,10/11/2021,South,Texas,Dallas,Men's,Athletic Footwear,"$5,886",$265,Outlet
1002,West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Women's,Apparel,"$16,848",$691,Outlet
1003,Sports Direct,1197831,5/9/2021,South,Tennessee,Knoxville,Men's,Street Footwear,"$4,872",$234,Outlet
1004,Sports Direct,1197831,8/26/2021,South,Alabama,Birmingham,Men's,Athletic Footwear,"$3,488",$171,Outlet
1005,Sports Direct,1197831,9/17/2021,South,Alabama,Birmingham,Women's,Apparel,"$7,917",$562,Outlet
1006,Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's,Athletic Footwear,"$9,152",$403,Outlet
1007,West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Men's,Athletic Footwear,"$7,840",$368,Outlet
1008,Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's,Street Footwear,"$8,066",$371,Outlet
1009,Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's,Street Footwear,"$8,729",$393,Outlet
1010,Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Men's,Street Footwear,"$9,936",$606,Online
1011,Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's,Street Footwear,"$8,288",$323,Outlet
1012,Amazon,1185732,5/9/2021,Midwest,Ohio,Columbus,Men's,Street Footwear,"$8,694",$435,Online
1013,West Gear,1128299,11/3/2020,South,Texas,Houston,Women's,Street Footwear,"$9,982",$449,Online
1014,Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's,Street Footwear,"$8,960",$332,Outlet
1015,Foot Locker,1185732,1/22/2020,Northeast,New York,New York,Women's,Athletic Footwear,"$9,064",$444,Online
1016,West Gear,1128299,1/29/2021,West,California,San Francisco,Women's,Apparel,"$14,105",$339,Online
1017,Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's,Street Footwear,"$10,976",$461,Outlet
1018,Walmart,1197831,10/22/2020,South,Texas,Houston,Women's,Street Footwear,"$9,682",$465,Online
1019,West Gear,1128299,11/7/2020,West,California,San Francisco,Men's,Street Footwear,"$8,251",$413,Online
1020,West Gear,1128299,7/7/2020,West,Washington,Seattle,Men's,Street Footwear,"$17,360",$781,Online
1021,West Gear,1128299,1/8/2021,West,California,San Francisco,Women's,Street Footwear,"$13,184",$725,Online
1022,Sports Direct,1197831,10/16/2021,South,Texas,Dallas,Men's,Street Footwear,"$13,157",$710,Online
1023,Foot Locker,1185732,8/20/2020,Southeast,Florida,Miami,Women's,Street Footwear,"$6,944",$243,Online
1024,West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's,Athletic Footwear,"$11,124",$545,Online
1025,West Gear,1185732,9/8/2020,Southeast,Florida,Miami,Women's,Athletic Footwear,"$10,199",$408,Online
1026,Sports Direct,1197831,4/16/2021,South,Tennessee,Knoxville,Men's,Athletic Footwear,"$8,858",$514,Online
1027,Sports Direct,1197831,4/9/2021,South,Tennessee,Knoxville,Men's,Street Footwear,"$7,812",$398,Online
1028,West Gear,1185732,11/9/2021,Northeast,New York,Albany,Men's,Street Footwear,"$12,152",$668,Online
1029,Sports Direct,1185732,9/28/2020,Southeast,Florida,Miami,Women's,Apparel,"$12,265",$773,Online
1030,Sports Direct,1197831,9/6/2021,South,Alabama,Birmingham,Men's,Street Footwear,"$9,064",$580,Online
1031,West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's,Street Footwear,"$10,416",$521,Online
1032,Sports Direct,1185732,10/4/2020,Southeast,Florida,Miami,Women's,Apparel,"$13,157",$855,Online
1033,Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's,Athletic Footwear,"$15,862",$555,Online
1034,Sports Direct,1197831,4/20/2021,South,Tennessee,Knoxville,Women's,Apparel,"$11,596",$812,Online
1035,Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Women's,Street Footwear,"$6,293",$233,Online
1036,Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Men's,Street Footwear,"$10,712",$664,Online
1037,Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's,Street Footwear,"$13,603",$612,Online
1038,Walmart,1197831,8/28/2020,South,Texas,Houston,Men's,Apparel,"$7,161",$258,Outlet
1039,Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's,Athletic Footwear,"$7,622",$343,Online
1040,Foot Locker,1185732,9/5/2021,Southeast,South Carolina,Charleston,Men's,Athletic Footwear,"$10,704",$514,Online
1041,Kohl's,1189833,3/9/2021,West,California,San Francisco,Women's,Street Footwear,"$7,812",$328,Outlet
1042,Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Women's,Apparel,"$15,244",$960,Online
1043,Sports Direct,1197831,10/8/2021,South,Alabama,Birmingham,Women's,Street Footwear,"$10,199",$551,Outlet
1044,West Gear,1128299,7/23/2021,West,Oregon,Portland,Men's,Athletic Footwear,"$14,322",$587,Outlet
1045,West Gear,1128299,2/2/2021,West,California,San Francisco,Women's,Athletic Footwear,"$9,366",$290,Outlet
1046,West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Women's,Street Footwear,"$10,850",$456,Outlet
1047,Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's,Street Footwear,"$5,481",$252,Outlet
1048,Walmart,1197831,9/9/2020,South,Texas,Houston,Men's,Apparel,"$7,416",$267,Outlet
1049,Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's,Athletic Footwear,"$10,199",$479,Outlet
1050,Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's,Street Footwear,"$7,105",$306,Outlet
1051,Kohl's,1189833,3/15/2021,West,California,Los Angeles,Women's,Street Footwear,"$7,359",$309,Outlet
1052,Foot Locker,1185732,1/28/2020,Northeast,New York,New York,Women's,Athletic Footwear,"$9,288",$464,Online
1053,Kohl's,1189833,5/4/2021,West,California,Los Angeles,Women's,Athletic Footwear,"$8,028",$305,Outlet
1054,Walmart,1197831,9/12/2020,South,Texas,Houston,Men's,Athletic Footwear,"$9,288",$437,Online
1055,Kohl's,1189833,4/9/2021,West,California,Los Angeles,Women's,Street Footwear,"$7,828",$368,Outlet
1056,Kohl's,1189833,5/21/2021,West,California,Los Angeles,Women's,Street Footwear,"$7,805",$359,Outlet
1057,Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's,Street Footwear,"$6,912",$346,Online
1058,Kohl's,1189833,4/18/2021,West,California,Los Angeles,Women's,Apparel,"$8,858",$195,Outlet
1059,Sports Direct,1197831,5/10/2021,South,Tennessee,Knoxville,Men's,Athletic Footwear,"$4,683",$229,Outlet
1060,Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Men's,Street Footwear,"$9,744",$448,Outlet
1061,Sports Direct,1197831,8/7/2021,South,Alabama,Birmingham,Men's,Street Footwear,"$3,296",$155,Outlet
1062,Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's,Athletic Footwear,"$9,936",$378,Online
1063,Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's,Street Footwear,"$3,122",$106,Outlet
1064,West Gear,1128299,2/10/2021,West,California,San Francisco,Women's,Apparel,"$13,534",$284,Online
1065,Sports Direct,1197831,9/18/2021,South,Alabama,Birmingham,Men's,Street Footwear,"$7,828",$431,Outlet
1066,Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's,Street Footwear,"$15,552",$622,Online
1067,Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's,Street Footwear,"$7,622",$320,Outlet
1068,West Gear,1128299,4/20/2020,West,Colorado,Denver,Men's,Street Footwear,"$12,928",$776,Online
1069,Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Men's,Street Footwear,"$8,424",$531,Online
1070,Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's,Athletic Footwear,"$6,244",$268,Outlet
1071,Sports Direct,1185732,10/8/2020,Southeast,Florida,Miami,Women's,Athletic Footwear,"$9,898",$436,Online
1072,Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Men's,Street Footwear,"$7,344",$448,Online
1073,West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's,Athletic Footwear,"$15,552",$778,Online
1074,Foot Locker,1185732,5/24/2020,Southeast,Florida,Miami,Men's,Apparel,"$12,120",$594,Online
1075,Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Women's,Apparel,"$7,344",$477,Online
1076,Sports Direct,1197831,4/8/2021,South,Tennessee,Knoxville,Women's,Apparel,"$7,676",$514,Online
1077,Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's,Street Footwear,"$10,481",$461,Outlet
1078,West Gear,1128299,12/26/2020,West,California,San Francisco,Men's,Athletic Footwear,"$11,016",$275,Outlet
1079,Sports Direct,1197831,4/10/2021,South,Tennessee,Knoxville,Men's,Athletic Footwear,"$8,484",$433,Online
1080,Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's,Athletic Footwear,"$8,697",$409,Outlet
1081,West Gear,1128299,3/9/2020,West,Nevada,Las Vegas,Men's,Street Footwear,"$10,152",$376,Outlet
1082,Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Men's,Street Footwear,"$10,100",$646,Online
1083,Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Men's,Street Footwear,"$4,460",$205,Outlet
1084,Walmart,1185732,8/17/2021,South,Mississippi,Jackson,Women's,Apparel,"$8,652",$476,Outlet
1085,Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's,Street Footwear,"$8,640",$320,Outlet
1086,Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's,Athletic Footwear,"$15,352",$737,Online
1087,Foot Locker,1185732,4/17/2021,South,Mississippi,Jackson,Men's,Street Footwear,"$4,237",$186,Outlet
1088,Sports Direct,1185732,11/17/2021,South,Mississippi,Jackson,Men's,Street Footwear,"$4,532",$199,Outlet
1089,Walmart,1185732,10/18/2021,South,Mississippi,Jackson,Men's,Street Footwear,"$5,184",$238,Outlet
1090,West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's,Athletic Footwear,"$10,504",$546,Online
1091,Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Men's,Street Footwear,"$9,504",$437,Outlet
1092,Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Women's,Athletic Footwear,"$10,504",$441,Online
1093,Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's,Athletic Footwear,"$11,271",$451,Online
1094,Foot Locker,1185732,2/4/2020,Northeast,New York,New York,Men's,Apparel,"$12,040",$506,Online
1095,Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Women's,Street Footwear,"$8,686",$304,Online
1096,Foot Locker,1185732,8/7/2020,West,Washington,Seattle,Men's,Athletic Footwear,"$9,061",$444,Online
1097,Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's,Athletic Footwear,"$11,610",$441,Online
1098,Sports Direct,1197831,9/17/2021,South,Texas,Dallas,Men's,Athletic Footwear,"$10,320",$557,Online
1099,West Gear,1185732,9/13/2020,Southeast,Florida,Miami,Women's,Street Footwear,"$10,750",$398,Online
1100,Foot Locker,1185732,8/17/2020,Southeast,Florida,Miami,Women's,Apparel,"$9,061",$589,Online
1101,Sports Direct,1185732,12/2/2021,Southeast,North Carolina,Charlotte,Men's,Athletic Footwear,"$11,110",$500,Online
1102,Sports Direct,1185732,9/30/2020,Southeast,Florida,Miami,Men's,Athletic Footwear,"$10,105",$455,Online
1103,Foot Locker,1185732,7/16/2021,South,Mississippi,Jackson,Men's,Street Footwear,"$12,818",$654,Online
1104,Sports Direct,1197831,3/16/2021,South,Tennessee,Knoxville,Men's,Street Footwear,"$3,636",$135,Outlet
1105,Sports Direct,1197831,4/15/2021,South,Tennessee,Knoxville,Men's,Street Footwear,"$7,740",$441,Online
1106,Walmart,1197831,8/22/2020,South,Texas,Houston,Men's,Apparel,"$6,409",$205,Outlet
1107,Sports Direct,1197831,4/11/2021,South,Tennessee,Knoxville,Women's,Street Footwear,"$5,252",$231,Outlet
1108,Sports Direct,1197831,9/7/2021,South,Alabama,Birmingham,Men's,Athletic Footwear,"$10,535",$674,Online
1109,Sports Direct,1197831,5/14/2021,South,Tennessee,Knoxville,Women's,Apparel,"$8,686",$573,Outlet
1110,West Gear,1128299,2/3/2021,West,California,San Francisco,Men's,Apparel,"$11,050",$519,Outlet
1111,Sports Direct,1185732,12/5/2021,Southeast,South Carolina,Charleston,Women's,Street Footwear,"$12,040",$421,Online
1112,Sports Direct,1197831,8/20/2021,South,Alabama,Birmingham,Men's,Athletic Footwear,"$3,232",$152,Outlet
1113,Sports Direct,1185732,11/3/2021,Southeast,North Carolina,Charlotte,Men's,Street Footwear,"$9,460",$520,Online
1114,West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's,Street Footwear,"$5,252",$152,Outlet
1115,Walmart,1185732,8/17/2021,South,Mississippi,Jackson,Men's,Street Footwear,"$12,040",$650,Online
1116,West Gear,1128299,6/24/2021,West,Oregon,Portland,Men's,Athletic Footwear,"$9,494",$389,Outlet
1117,Walmart,1197831,9/2/2020,South,Texas,Houston,Women's,Athletic Footwear,"$6,450",$310,Outlet
1118,Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,Men's,Street Footwear,"$3,090",$145,Outlet
1119,West Gear,1128299,11/24/2021,West,Oregon,Portland,Men's,Athletic Footwear,"$7,474",$291,Outlet
1120,West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Men's,Street Footwear,"$3,708",$163,Outlet
1121,Sports Direct,1197831,9/19/2021,South,Texas,Dallas,Women's,Athletic Footwear,"$6,432",$354,Outlet
1122,Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Men's,Street Footwear,"$8,240",$387,Outlet
1123,Kohl's,1189833,3/14/2021,West,California,Los Angeles,Men's,Athletic Footwear,"$6,450",$200,Outlet
1124,West Gear,1128299,3/4/2020,West,Nevada,Las Vegas,Men's,Athletic Footwear,"$10,452",$261,Outlet
1125,Sports Direct,1197831,8/3/2020,South,Texas,Houston,Women's,Athletic Footwear,"$6,120",$294,Outlet
1126,Kohl's,1189833,4/15/2021,West,California,Los Angeles,Women's,Street Footwear,"$7,740",$348,Outlet
1127,Sports Direct,1197831,5/3/2021,South,Tennessee,Knoxville,Men's,Street Footwear,"$5,628",$293,Outlet
1128,Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Men's,Street Footwear,"$8,844",$292,Outlet
1129,West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's,Street Footwear,"$4,824",$227,Outlet
1130,Sports Direct,1197831,8/18/2021,South,Texas,Dallas,Men's,Athletic Footwear,"$4,945",$178,Outlet
1131,West Gear,1128299,12/23/2021,West,Oregon,Portland,Women's,Apparel,"$11,055",$376,Outlet
1132,Sports Direct,1197831,9/12/2021,South,Texas,Dallas,Women's,Street Footwear,"$6,450",$252,Outlet
1133,Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's,Street Footwear,"$6,030",$277,Outlet
1134,Sports Direct,1197831,8/19/2021,South,Alabama,Birmingham,Men's,Street Footwear,"$3,225",$168,Outlet
1135,Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's,Athletic Footwear,"$6,834",$321,Outlet
1136,Walmart,1197831,9/14/2020,South,Texas,Houston,Women's,Athletic Footwear,"$7,344",$345,Outlet
1137,Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Men's,Athletic Footwear,"$8,844",$327,Outlet
1138,West Gear,1128299,12/22/2020,West,California,San Francisco,Women's,Athletic Footwear,"$9,792",$313,Outlet
1139,Foot Locker,1185732,7/2/2021,Midwest,Illinois,Chicago,Women's,Street Footwear,"$8,000","$2,800",Outlet
1140,Kohl's,1189833,5/23/2021,West,California,Los Angeles,Men's,Apparel,"$9,384",$535,Outlet
1141,Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Women's,Street Footwear,"$11,395",$422,Outlet
1142,Foot Locker,1185732,7/9/2021,Midwest,Illinois,Chicago,Women's,Athletic Footwear,"$8,000","$3,200",Outlet
1143,West Gear,1128299,2/8/2020,West,Nevada,Las Vegas,Men's,Athletic Footwear,"$9,384",$253,Outlet
1144,West Gear,1128299,8/24/2021,West,Oregon,Portland,Women's,Street Footwear,"$10,750",$430,Outlet
1145,Foot Locker,1185732,7/20/2021,Midwest,Illinois,Chicago,Women's,Street Footwear,"$8,000","$2,800",Outlet
1146,Sports Direct,1197831,4/5/2021,South,Tennessee,Knoxville,Women's,Street Footwear,"$2,856",$131,Outlet
1147,West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's,Street Footwear,"$3,225",$135,Outlet
1148,Foot Locker,1185732,12/11/2021,Northeast,Pennsylvania,Philadelphia,Women's,Street Footwear,"$9,000","$3,150",Outlet
1149,West Gear,1128299,3/25/2020,West,Colorado,Denver,Men's,Apparel,"$9,000","$4,500",In-store
1150,Foot Locker,1185732,10/25/2020,Midwest,Minnesota,Minneapolis,Women's,Street Footwear,"$5,000","$1,500",In-store
1151,Kohl's,1189833,3/21/2021,West,California,Los Angeles,Women's,Street Footwear,"$7,293",$335,Outlet
1152,West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's,Athletic Footwear,"$4,515",$176,Outlet
